Date,Close/Last,Volume,Open,High,Low
09/02/2025,$161.83,8947302,$160.48,$161.86,$159.38
08/29/2025,$160.60,6934840,$159.70,$161.10,$159.45
08/28/2025,$159.32,6502447,$159.01,$159.5174,$157.8482
08/27/2025,$159.24,7482961,$157.40,$159.99,$157.205
08/26/2025,$157.36,10270030,$157.51,$160.00,$156.55
08/25/2025,$158.20,7029967,$157.90,$158.32,$157.17
08/22/2025,$158.18,9084344,$155.32,$158.79,$155.32
08/21/2025,$155.55,7533625,$152.82,$155.67,$152.73
08/20/2025,$153.22,8076269,$152.42,$153.49,$151.93
08/19/2025,$152.00,8567476,$153.46,$153.94,$151.855
08/18/2025,$155.32,8174280,$156.13,$156.49,$154.75
08/15/2025,$156.55,11617050,$155.48,$158.54,$155.29
08/14/2025,$155.16,7337258,$155.70,$155.70,$154.10
08/13/2025,$155.87,6582191,$154.57,$156.01,$154.2031
08/12/2025,$154.44,6645373,$154.09,$156.05,$153.36
08/11/2025,$153.45,6169716,$155.34,$155.93,$152.985
08/08/2025,$155.01,6332807,$153.99,$155.75,$153.50
08/07/2025,$153.16,6510670,$153.795,$155.15,$152.83
08/06/2025,$152.78,7840914,$154.48,$155.16,$152.22
08/05/2025,$153.04,8604079,$151.03,$153.10,$149.895
08/04/2025,$151.04,10116630,$151.25,$152.08,$149.82
08/01/2025,$151.40,10706490,$152.545,$154.65,$150.355
07/31/2025,$151.64,10237100,$152.00,$153.93,$151.14
07/30/2025,$153.56,9191661,$156.14,$156.31,$152.70
07/29/2025,$157.03,6446038,$156.68,$157.21,$155.45
07/28/2025,$156.28,8755412,$155.40,$156.55,$154.9484
07/25/2025,$154.84,7875498,$155.83,$156.20,$153.955
07/24/2025,$155.83,15701020,$152.685,$155.995,$152.20
07/23/2025,$153.12,13162820,$150.905,$153.14,$150.465
07/22/2025,$150.04,26196490,$149.255,$150.94,$148.48
07/21/2025,$149.68,17982220,$151.20,$151.67,$149.13
07/18/2025,$150.04,45782640,$155.02,$155.91,$146.53
07/17/2025,$151.38,8359596,$149.16,$151.835,$148.60
07/16/2025,$149.92,7923427,$150.765,$151.48,$149.22
07/15/2025,$150.69,7346346,$151.60,$152.31,$150.25
07/14/2025,$151.65,10706330,$154.90,$154.90,$151.14
07/11/2025,$155.31,8333214,$154.285,$155.89,$153.57
07/10/2025,$154.17,8398810,$152.79,$155.28,$151.68
07/09/2025,$153.02,9495898,$152.94,$153.96,$152.48
07/08/2025,$153.24,14082100,$147.32,$153.24,$147.255
07/07/2025,$147.40,9460902,$147.40,$148.17,$145.58
07/03/2025,$148.37,5173309,$147.84,$148.98,$147.36
07/02/2025,$147.98,8228683,$147.01,$148.01,$145.47
07/01/2025,$145.57,8508150,$143.34,$146.27,$142.51
06/30/2025,$143.19,6980319,$143.045,$144.098,$142.40
06/27/2025,$143.79,9213512,$144.55,$144.665,$142.565
06/26/2025,$144.44,7415714,$143.70,$145.08,$143.40
06/25/2025,$143.23,7386088,$143.41,$144.20,$142.5101
06/24/2025,$143.55,10778350,$144.545,$146.39,$143.16
06/23/2025,$146.86,10540610,$152.122,$152.15,$146.315
06/20/2025,$149.55,23705880,$148.52,$149.90,$147.90
06/18/2025,$148.19,9841924,$149.44,$150.17,$147.70
06/17/2025,$148.85,11330270,$147.33,$149.98,$146.50
06/16/2025,$146.03,10105080,$145.73,$146.8696,$143.74
06/13/2025,$145.91,14148020,$147.08,$147.60,$144.54
06/12/2025,$144.97,6999389,$144.50,$145.20,$143.43
06/11/2025,$144.78,9256663,$144.19,$145.12,$142.61
06/10/2025,$143.35,9841523,$142.22,$144.94,$141.91
06/09/2025,$140.76,7159471,$140.55,$142.14,$139.685
06/06/2025,$140.21,6563518,$138.09,$140.61,$138.09
06/05/2025,$136.90,6350526,$138.15,$138.29,$136.70
06/04/2025,$137.37,8735619,$139.42,$140.63,$137.33
06/03/2025,$139.55,9001305,$137.645,$140.59,$136.60
06/02/2025,$137.84,9076639,$138.49,$138.69,$136.4304
05/30/2025,$136.70,12858870,$136.88,$137.45,$135.21
05/29/2025,$137.91,7556199,$136.50,$137.94,$136.10
05/28/2025,$136.02,6876282,$138.78,$138.79,$135.66
05/27/2025,$137.83,8348877,$137.38,$137.969,$136.41
05/23/2025,$136.54,7025946,$134.39,$136.79,$134.06
05/22/2025,$135.29,8877579,$134.99,$135.99,$133.77
05/21/2025,$135.56,9073206,$136.62,$137.1293,$135.49
05/20/2025,$137.27,6503930,$138.285,$138.75,$137.03
05/19/2025,$138.49,7713568,$139.47,$139.52,$137.12
05/16/2025,$142.10,8200079,$142.70,$143.00,$140.696
05/15/2025,$142.26,7545407,$140.00,$142.46,$139.51
05/14/2025,$141.67,6453620,$141.76,$142.23,$140.725
05/13/2025,$142.35,8536797,$141.53,$143.23,$140.92
05/12/2025,$141.62,8028200,$142.45,$143.71,$140.57
05/09/2025,$138.49,5965723,$138.90,$139.37,$137.70
05/08/2025,$137.04,8669305,$136.685,$138.89,$136.47
05/07/2025,$135.79,8423485,$136.07,$136.30,$134.62
05/06/2025,$135.60,9916241,$136.35,$137.31,$135.04
05/05/2025,$135.50,9664980,$136.77,$137.00,$135.18
05/02/2025,$138.50,12393240,$137.875,$139.78,$135.29
05/01/2025,$136.26,10199850,$135.42,$137.95,$135.12
04/30/2025,$136.06,13858040,$138.00,$138.15,$134.14
04/29/2025,$139.30,7343820,$138.69,$140.01,$138.57
04/28/2025,$140.10,6715539,$138.97,$140.46,$138.68
04/25/2025,$138.73,6878491,$138.33,$139.05,$137.25
04/24/2025,$139.07,7745778,$137.92,$139.40,$137.216
04/23/2025,$136.68,10001970,$137.21,$138.55,$135.15
04/22/2025,$137.30,7984676,$135.26,$138.235,$134.94
04/21/2025,$133.73,9967487,$136.02,$136.29,$132.33
04/17/2025,$137.87,8434434,$136.69,$140.24,$136.45
04/16/2025,$135.36,8637220,$135.40,$137.55,$134.80
04/15/2025,$134.54,9334825,$134.32,$136.63,$134.25
04/14/2025,$135.32,9628152,$138.48,$138.535,$134.10
04/11/2025,$135.63,17224410,$135.01,$137.122,$132.04
04/10/2025,$134.98,20991220,$143.22,$143.63,$133.45
04/09/2025,$146.03,16846840,$135.02,$147.47,$133.88
04/08/2025,$136.93,12904420,$144.15,$144.49,$134.87
04/07/2025,$140.15,17816950,$138.73,$146.19,$137.29
04/04/2025,$143.28,20374720,$151.755,$152.46,$142.75
04/03/2025,$156.12,15500990,$160.12,$161.35,$155.80
04/02/2025,$166.47,7044869,$167.40,$167.98,$165.85
04/01/2025,$168.51,6378587,$167.29,$168.60,$166.16
03/31/2025,$167.29,10675730,$166.19,$168.92,$166.13
03/28/2025,$166.09,4923025,$166.70,$167.13,$165.295
03/27/2025,$166.65,6862691,$167.25,$168.22,$165.85
03/26/2025,$167.97,10077760,$167.37,$168.96,$167.25
03/25/2025,$165.94,7869159,$166.08,$167.82,$165.11
03/24/2025,$165.02,8068002,$164.69,$166.43,$164.315
03/21/2025,$164.75,21625460,$164.49,$164.885,$163.11
03/20/2025,$164.77,9545886,$163.13,$165.31,$162.41
03/19/2025,$164.05,11503860,$160.965,$164.54,$160.90
03/18/2025,$160.81,9289469,$159.74,$161.09,$158.825
03/17/2025,$158.72,7615153,$157.22,$159.45,$156.765
03/14/2025,$157.02,6671549,$153.99,$157.24,$153.01
03/13/2025,$153.61,9022758,$152.265,$154.43,$151.92
03/12/2025,$152.67,9710223,$153.64,$154.79,$152.215
03/11/2025,$154.08,10466290,$158.43,$158.84,$153.79
03/10/2025,$157.57,11750300,$157.19,$160.37,$156.17
03/07/2025,$156.34,8562635,$153.95,$157.45,$153.71
03/06/2025,$152.95,7314687,$150.51,$153.33,$149.47
03/05/2025,$150.81,9288538,$150.15,$151.365,$147.74
03/04/2025,$152.00,8826344,$151.205,$154.1525,$150.05
03/03/2025,$153.09,9059814,$159.46,$160.09,$151.76
02/28/2025,$158.62,8828547,$156.695,$158.67,$154.92
02/27/2025,$156.67,7517237,$155.69,$158.29,$154.81
02/26/2025,$155.14,6005232,$156.62,$156.69,$154.40
02/25/2025,$156.42,6811293,$157.99,$158.99,$155.46
02/24/2025,$157.89,5925047,$157.085,$158.33,$156.75
02/21/2025,$156.92,6689815,$158.13,$158.95,$156.82
02/20/2025,$158.79,6256154,$157.50,$158.95,$157.07
02/19/2025,$157.23,4945813,$156.52,$158.36,$156.00
02/18/2025,$156.16,5981480,$155.34,$157.31,$154.78
02/14/2025,$155.34,5828805,$155.08,$157.45,$154.88
02/13/2025,$155.88,7836362,$154.78,$156.42,$153.32
02/12/2025,$154.90,6693461,$156.75,$157.465,$154.5716
02/11/2025,$157.44,6011842,$156.35,$158.71,$156.12
02/10/2025,$155.77,5653770,$154.29,$155.80,$154.06
02/07/2025,$152.62,4724947,$152.48,$153.81,$151.9243
02/06/2025,$151.90,6420525,$154.22,$155.255,$151.06
02/05/2025,$152.99,6533680,$152.99,$153.80,$152.29
02/04/2025,$153.22,8458070,$148.72,$153.385,$148.72
02/03/2025,$149.34,7604961,$149.00,$150.86,$147.80
01/31/2025,$149.19,16731590,$153.76,$154.37,$148.65
01/30/2025,$156.32,6931918,$156.56,$157.45,$155.52
01/29/2025,$155.69,5630563,$155.715,$156.58,$154.81
01/28/2025,$156.21,6425353,$157.71,$158.92,$155.1838
01/27/2025,$157.23,7140991,$156.33,$157.8899,$155.52
01/24/2025,$155.65,8003778,$156.46,$157.47,$155.2701
01/23/2025,$156.01,5979808,$157.63,$157.94,$155.62
01/22/2025,$156.41,7232227,$157.68,$158.44,$156.27
01/21/2025,$158.24,10131370,$161.15,$161.40,$157.49
01/17/2025,$161.47,9260428,$159.13,$161.77,$158.7978
01/16/2025,$159.38,5578902,$158.03,$159.895,$158.03
01/15/2025,$158.33,7899997,$156.875,$158.69,$156.38
01/14/2025,$156.90,6830219,$155.205,$156.91,$154.46
01/13/2025,$155.35,11774070,$154.10,$157.35,$154.00
01/10/2025,$153.14,11074720,$153.41,$154.34,$150.87
01/08/2025,$150.30,7640885,$148.04,$151.18,$148.03
01/07/2025,$149.59,7735997,$148.505,$150.4999,$147.63
01/06/2025,$147.26,5888731,$148.40,$150.33,$146.87
01/03/2025,$147.85,5813935,$147.54,$148.50,$147.30
01/02/2025,$146.71,7170257,$145.475,$148.07,$145.475
12/31/2024,$144.84,6137843,$143.52,$145.34,$143.32
12/30/2024,$143.07,6194835,$143.79,$143.98,$142.35
12/27/2024,$144.00,5296875,$144.29,$145.71,$143.39
12/26/2024,$143.98,4494424,$143.67,$144.31,$142.90
12/24/2024,$143.84,3556081,$143.10,$144.045,$142.26
12/23/2024,$142.97,8156466,$142.48,$143.345,$141.54
12/20/2024,$142.85,32209200,$140.825,$142.85,$140.55
12/19/2024,$141.15,16544330,$144.57,$144.76,$140.95
12/18/2024,$144.08,10174490,$147.76,$148.67,$143.98
12/17/2024,$148.11,11909330,$148.00,$148.65,$146.91
12/16/2024,$149.36,11961220,$153.89,$153.89,$149.25
12/13/2024,$153.87,5816180,$154.87,$154.961,$153.07
12/12/2024,$154.71,7621522,$155.87,$156.525,$154.2653
12/11/2024,$156.21,13764740,$156.86,$157.17,$155.80
12/10/2024,$157.00,9126158,$159.06,$159.52,$156.70
12/09/2024,$157.08,9404473,$157.00,$160.08,$156.82
12/06/2024,$155.24,9701694,$158.75,$158.83,$155.17
12/05/2024,$159.33,6358358,$159.29,$160.67,$158.69
12/04/2024,$158.32,7862728,$161.83,$161.84,$157.86
12/03/2024,$161.92,5900066,$162.98,$163.197,$161.39
12/02/2024,$162.21,6229596,$162.29,$162.95,$160.11
11/29/2024,$161.93,5076953,$162.25,$162.7499,$160.66
11/27/2024,$162.11,7674474,$162.76,$164.68,$161.61
11/26/2024,$162.53,7369944,$162.31,$162.94,$161.40
11/25/2024,$160.36,10702400,$162.15,$163.17,$159.83
11/22/2024,$162.36,7006293,$161.51,$162.61,$161.15
11/21/2024,$161.63,7945531,$162.02,$162.65,$161.29
11/20/2024,$161.33,6391252,$159.91,$161.44,$159.78
11/19/2024,$159.60,4657409,$159.98,$160.4272,$158.751
11/18/2024,$160.76,6092141,$160.56,$161.52,$159.07
11/15/2024,$161.42,9022753,$161.52,$162.38,$160.76
11/14/2024,$161.80,10111230,$159.84,$161.83,$159.68
